task,model_name,capacity_name,dataset_size,resolution,n_runs,n_success,n_diverged,n_nan,n_data_seeds,n_train_seeds,n_seed_pairs,convergence_rate,divergence_rate,data_seeds,train_seeds
burgers_operator,mlp_baseline,tiny,200,384,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,200,512,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,300,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,300,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,300,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,300,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,500,16,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,500,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,500,48,6,0,6,6,2,3,6,0.0,1.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,500,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,500,96,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,500,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,500,192,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,500,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,500,384,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,500,512,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,750,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,750,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,750,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,750,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,1000,16,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,1000,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,1000,48,6,0,6,6,2,3,6,0.0,1.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,1000,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,1000,96,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,1000,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,1000,192,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,1000,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,1000,384,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,1000,512,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,2000,16,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,2000,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,2000,48,6,0,6,6,2,3,6,0.0,1.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,2000,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,2000,96,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,2000,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,2000,192,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,2000,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,2000,384,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,2000,512,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,3000,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,3000,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,3000,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,3000,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,5000,16,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,5000,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,5000,48,6,0,6,6,2,3,6,0.0,1.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,5000,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,5000,96,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,5000,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,5000,192,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,5000,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,5000,384,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,tiny,5000,512,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,50,16,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,50,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,50,48,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,50,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,50,96,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,50,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,50,192,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,50,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,50,384,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,50,512,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,100,16,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,100,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,100,48,6,2,4,4,2,3,6,0.3333333333333333,0.6666666666666666,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,100,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,100,96,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,100,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,100,192,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,100,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,100,384,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,100,512,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,150,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,150,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,150,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,150,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,200,16,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,200,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,200,48,6,0,6,6,2,3,6,0.0,1.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,200,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,200,96,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,200,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,200,192,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,200,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,200,384,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,200,512,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,300,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,300,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,300,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,300,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,500,16,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,500,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,500,48,6,0,6,6,2,3,6,0.0,1.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,500,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,500,96,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,500,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,500,192,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,500,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,500,384,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,500,512,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,750,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,750,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,750,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,750,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,1000,16,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,1000,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,1000,48,6,0,6,6,2,3,6,0.0,1.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,1000,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,1000,96,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,1000,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,1000,192,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,1000,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,1000,384,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,1000,512,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,2000,16,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,2000,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,2000,48,6,0,6,6,2,3,6,0.0,1.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,2000,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,2000,96,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,2000,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,2000,192,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,2000,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,2000,384,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,2000,512,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,3000,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,3000,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,3000,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,3000,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,5000,16,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,5000,32,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,5000,48,6,0,6,6,2,3,6,0.0,1.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,5000,64,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,5000,96,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,5000,128,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,5000,192,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,5000,256,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,5000,384,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_baseline,xlarge,5000,512,6,6,0,0,2,3,6,1.0,0.0,"11,22","101,202,303"
burgers_operator,mlp_controlled,large,500,32,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,large,500,64,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,large,500,128,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,large,500,256,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,large,1000,32,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,large,1000,64,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,large,1000,128,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,large,1000,256,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,large,2000,32,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,large,2000,64,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,large,2000,128,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,large,2000,256,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,large,5000,32,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,large,5000,64,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,large,5000,128,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,large,5000,256,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,med-large,500,32,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,med-large,500,64,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,med-large,500,128,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,med-large,500,256,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,med-large,1000,32,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,med-large,1000,64,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,med-large,1000,128,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,med-large,1000,256,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,med-large,2000,32,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,med-large,2000,64,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,med-large,2000,128,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,med-large,2000,256,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,med-large,5000,32,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,med-large,5000,64,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,med-large,5000,128,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,med-large,5000,256,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,medium,500,32,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,medium,500,64,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,medium,500,128,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,medium,500,256,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,medium,1000,32,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,medium,1000,64,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,medium,1000,128,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,medium,1000,256,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,medium,2000,32,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,medium,2000,64,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,medium,2000,128,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,medium,2000,256,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,medium,5000,32,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,medium,5000,64,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,medium,5000,128,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,medium,5000,256,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,small,500,32,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,small,500,64,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,small,500,128,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,small,500,256,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,small,1000,32,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,small,1000,64,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,small,1000,128,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,small,1000,256,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,small,2000,32,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,small,2000,64,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,small,2000,128,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,small,2000,256,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,small,5000,32,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,small,5000,64,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,small,5000,128,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,small,5000,256,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,small-med,500,32,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,small-med,500,64,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,small-med,500,128,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,small-med,500,256,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,small-med,1000,32,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,small-med,1000,64,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,small-med,1000,128,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,small-med,1000,256,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,small-med,2000,32,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,small-med,2000,64,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,small-med,2000,128,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,small-med,2000,256,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,small-med,5000,32,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,small-med,5000,64,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,small-med,5000,128,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,small-med,5000,256,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,tiny,500,32,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,tiny,500,64,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,tiny,500,128,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,tiny,500,256,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,tiny,1000,32,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,tiny,1000,64,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,tiny,1000,128,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,tiny,1000,256,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,tiny,2000,32,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,tiny,2000,64,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,tiny,2000,128,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,tiny,2000,256,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,tiny,5000,32,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,tiny,5000,64,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,tiny,5000,128,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,tiny,5000,256,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
burgers_operator,mlp_controlled,xlarge,500,32,9,9,0,0,3,3,9,1.0,0.0,"11,22,33","101,202,303"
