task,model_name,capacity_name,dataset_size,n_off_diagonal,mean_degradation,worst_degradation,worst_pair_r_train,worst_pair_r_eval,train_low_eval_high,train_high_eval_low,transfer_asymmetry
darcy,deeponet,tiny,5000,16,0.9676490775429931,1.0155124835532978,64,32,0.9707410313894375,0.9624958211322525,0.9915062720225358
darcy,deeponet,xlarge,50,16,1.4311151961681945,1.867541215143142,128,256,1.4990869949258847,1.317828864905377,0.8790876509275106
darcy,deeponet,xlarge,100,16,1.3506866929301549,1.813977593226469,256,512,1.3056961732437464,1.4256708924075017,1.0918856328311828
darcy,deeponet,xlarge,500,16,1.0843801044031451,1.282562042349904,32,512,1.1156404402420872,1.0322795446715747,0.9252797831957188
darcy,deeponet,xlarge,1000,16,1.0163166417475376,1.077850945155917,32,512,1.024574059698459,1.0025542784960013,0.9785083557464472
darcy,deeponet,xlarge,5000,16,1.0025304101847632,1.0416363732310947,64,32,0.9983090476770972,1.0095660143642065,1.0112760339228644
darcy,fno,large,50,16,1.029794468141282,1.058666153565424,64,32,1.0212904322197056,1.0439678613439096,1.0222046818503099
darcy,fno,large,100,16,0.9935363375262286,1.018250201134723,64,256,0.9860817536198774,1.0059606440368136,1.0201594749562715
darcy,fno,large,500,16,0.9516829405123888,0.990450616016051,128,32,0.9545878394161944,0.946841442339379,0.9918850871999868
darcy,fno,large,1000,16,0.9926381249528271,1.0192860495600404,64,512,0.9935594605827994,0.9911025655695401,0.9975271786835807
darcy,fno,large,5000,16,1.0003979444817763,1.0382953045332088,32,512,1.0091853717482766,0.9857522323709426,0.9767801436353172
darcy,fno,med-large,50,16,1.0283990939124013,1.0382497947465885,256,64,1.0261828963581576,1.0320927565028069,1.005759070985906
darcy,fno,med-large,100,16,1.0036528963815008,1.0194604802185279,256,32,1.0010618768993607,1.0079712621850676,1.0069020561517212
darcy,fno,med-large,500,16,0.9589197985964754,0.9791705794835507,32,64,0.9679575649749876,0.943856854632288,0.975101480462811
darcy,fno,med-large,1000,16,0.9904831089974613,1.0153832725047112,256,512,0.9889409655834722,0.993053348020776,1.0041583699941863
darcy,fno,med-large,5000,16,1.0071497320547773,1.0364652665523633,128,512,1.005287717223306,1.0102530901072295,1.004939255497559
darcy,fno,medium,50,16,1.0374749661357126,1.0545279706124018,256,32,1.031776407724824,1.0469725634871934,1.0147281481225943
darcy,fno,medium,100,16,1.009356994004512,1.0402925845915465,128,32,0.9994920015994408,1.025798648012964,1.0263200169400313
darcy,fno,medium,500,16,0.9616874554180553,1.0231100597964469,32,512,0.9766151591437087,0.9368079492086331,0.9592396149472241
darcy,fno,medium,1000,16,1.0015974801943628,1.0471083763248994,32,512,1.0144757912616267,0.9801336284155894,0.9661478734713536
darcy,fno,medium,5000,16,1.001784428825475,1.0424856230689084,256,32,0.9915675726592614,1.0188125224358304,1.0274766445856045
darcy,fno,small,50,16,1.0019114010920807,1.0259350950891635,64,32,0.9968185460326133,1.0103994928578592,1.013624291882709
darcy,fno,small,100,16,1.03311566360097,1.0485891619081193,256,32,1.0315427033282636,1.03573726405548,1.004066298674483
darcy,fno,small,500,16,0.9850044906545814,0.9965813669188589,32,512,0.9890287357273266,0.9782974155333396,0.9891496376128088
darcy,fno,small,1000,16,1.0352207977017067,1.0948950654834324,256,512,1.0277690257528989,1.0476404176163872,1.0193344918610787
darcy,fno,small,5000,16,0.9950225858113673,1.0086629777903422,64,512,0.998331939231719,0.9895069967774481,0.9911603124096557
darcy,fno,small-med,50,16,1.0542441382940642,1.0915510587767425,32,64,1.0616537698144386,1.0418947524267732,0.9813884545513186
darcy,fno,small-med,100,16,1.0218018180855462,1.0484639227125272,32,128,1.026103962985426,1.014631576585746,0.9888194697481713
darcy,fno,small-med,500,16,0.9834705945352517,1.0116062183072017,256,32,0.980771525425913,0.9879690430508165,1.007338628251649
darcy,fno,small-med,1000,16,1.028903526105406,1.0512520274498984,32,512,1.0311041579129014,1.0252358064262468,0.9943086724637664
darcy,fno,small-med,5000,16,0.9817364517251881,1.009030255438616,64,512,0.9867949157795287,0.9733056783012871,0.9863302523528046
darcy,fno,tiny,50,16,0.9976672897609014,1.0179010211550328,256,32,0.9917899120270631,1.0074629193172984,1.015802749251807
darcy,fno,tiny,100,16,1.0306063668670875,1.0453897244048986,256,32,1.0283153031875631,1.034424806332961,1.0059412741660654
