task,model_name,capacity_name,dataset_size,r_low,r_high,ratio
burgers_operator,mlp_baseline,med-large,150,32,64,0.7919820914310736
burgers_operator,mlp_baseline,med-large,150,64,128,0.8139833391329298
burgers_operator,mlp_baseline,med-large,150,128,256,0.973156690500511
burgers_operator,mlp_baseline,med-large,200,16,32,1.7004686640092959
burgers_operator,mlp_baseline,med-large,200,32,64,0.790847903967671
burgers_operator,mlp_baseline,med-large,200,64,128,0.808583246490703
burgers_operator,mlp_baseline,med-large,200,96,192,0.8708139485044194
burgers_operator,mlp_baseline,med-large,200,128,256,0.9467086557002954
burgers_operator,mlp_baseline,med-large,200,192,384,1.0020868918779124
burgers_operator,mlp_baseline,med-large,200,256,512,1.0215946393000697
burgers_operator,mlp_baseline,med-large,300,32,64,0.8076325593524477
burgers_operator,mlp_baseline,med-large,300,64,128,0.7805065634984177
burgers_operator,mlp_baseline,med-large,300,128,256,0.9486752453497408
burgers_operator,mlp_baseline,med-large,500,16,32,1.7341844509045274
burgers_operator,mlp_baseline,med-large,500,32,64,0.9195901103188922
burgers_operator,mlp_baseline,med-large,500,64,128,0.7578212603944706
burgers_operator,mlp_baseline,med-large,500,96,192,0.836597580395141
burgers_operator,mlp_baseline,med-large,500,128,256,0.9346073803186031
burgers_operator,mlp_baseline,med-large,500,192,384,0.9952347499047762
burgers_operator,mlp_baseline,med-large,500,256,512,1.0147720552641295
burgers_operator,mlp_baseline,med-large,750,32,64,0.967834263224501
burgers_operator,mlp_baseline,med-large,750,64,128,0.7466600386188283
burgers_operator,mlp_baseline,med-large,750,128,256,0.924238581871725
burgers_operator,mlp_baseline,med-large,1000,16,32,1.7144391664816976
burgers_operator,mlp_baseline,med-large,1000,32,64,1.0005189974611643
burgers_operator,mlp_baseline,med-large,1000,64,128,0.7317016253861232
burgers_operator,mlp_baseline,med-large,1000,96,192,0.8117098399745667
burgers_operator,mlp_baseline,med-large,1000,128,256,0.9318995114272507
burgers_operator,mlp_baseline,med-large,1000,192,384,0.999550536296191
burgers_operator,mlp_baseline,med-large,1000,256,512,1.0310912801030294
burgers_operator,mlp_baseline,med-large,2000,16,32,1.9169280593608176
burgers_operator,mlp_baseline,med-large,2000,32,64,1.0086710710419455
burgers_operator,mlp_baseline,med-large,2000,64,128,0.7170497496982714
burgers_operator,mlp_baseline,med-large,2000,96,192,0.8073965384857716
burgers_operator,mlp_baseline,med-large,2000,128,256,0.9442968233827504
burgers_operator,mlp_baseline,med-large,2000,192,384,1.0148739493945862
burgers_operator,mlp_baseline,med-large,2000,256,512,1.0114920100764968
burgers_operator,mlp_baseline,med-large,3000,32,64,1.013651869191398
burgers_operator,mlp_baseline,med-large,3000,64,128,0.7088027850333026
burgers_operator,mlp_baseline,med-large,3000,128,256,0.943559563328347
burgers_operator,mlp_baseline,med-large,5000,16,32,1.9427563802642613
burgers_operator,mlp_baseline,med-large,5000,32,64,1.0652200767285251
burgers_operator,mlp_baseline,med-large,5000,64,128,0.7022552738850293
burgers_operator,mlp_baseline,med-large,5000,96,192,0.8143057668896341
burgers_operator,mlp_baseline,med-large,5000,128,256,0.9560387275497911
burgers_operator,mlp_baseline,med-large,5000,192,384,1.0043021877335028
burgers_operator,mlp_baseline,med-large,5000,256,512,1.0652714909107115
burgers_operator,mlp_baseline,medium,50,16,32,1.0237837613331802
burgers_operator,mlp_baseline,medium,50,32,64,0.8348420847501965
burgers_operator,mlp_baseline,medium,50,64,128,0.9281033123788102
burgers_operator,mlp_baseline,medium,50,96,192,0.9230545280927656
burgers_operator,mlp_baseline,medium,50,128,256,0.9529630987425878
burgers_operator,mlp_baseline,medium,50,192,384,1.0463216415169703
burgers_operator,mlp_baseline,medium,50,256,512,1.0083389068467308
burgers_operator,mlp_baseline,medium,100,16,32,1.3424748568936922
burgers_operator,mlp_baseline,medium,100,32,64,0.8218725625305631
burgers_operator,mlp_baseline,medium,100,64,128,0.8613224631334089
burgers_operator,mlp_baseline,medium,100,96,192,0.9097173137734881
burgers_operator,mlp_baseline,medium,100,128,256,0.9838029026372251
burgers_operator,mlp_baseline,medium,100,192,384,1.0173314368702413
burgers_operator,mlp_baseline,medium,100,256,512,0.9939247901313392
burgers_operator,mlp_baseline,medium,150,32,64,0.8035918828590545
burgers_operator,mlp_baseline,medium,150,64,128,0.816927763589689
burgers_operator,mlp_baseline,medium,150,128,256,0.9685395458216124
burgers_operator,mlp_baseline,medium,200,16,32,1.581507543343873
burgers_operator,mlp_baseline,medium,200,32,64,0.8176724241847348
burgers_operator,mlp_baseline,medium,200,64,128,0.801073056120278
burgers_operator,mlp_baseline,medium,200,96,192,0.8861000193682245
burgers_operator,mlp_baseline,medium,200,128,256,0.9628939557637608
burgers_operator,mlp_baseline,medium,200,192,384,1.0005636743725599
burgers_operator,mlp_baseline,medium,200,256,512,1.0085034568785707
burgers_operator,mlp_baseline,medium,300,32,64,0.8375029629652168
burgers_operator,mlp_baseline,medium,300,64,128,0.7815607957425331
burgers_operator,mlp_baseline,medium,300,128,256,0.9523773520207525
burgers_operator,mlp_baseline,medium,500,16,32,1.6650233752141033
burgers_operator,mlp_baseline,medium,500,32,64,0.9073785950039693
burgers_operator,mlp_baseline,medium,500,64,128,0.7616004368301476
burgers_operator,mlp_baseline,medium,500,96,192,0.8506789131562279
burgers_operator,mlp_baseline,medium,500,128,256,0.9361965222797931
burgers_operator,mlp_baseline,medium,500,192,384,0.9964920400858844
burgers_operator,mlp_baseline,medium,500,256,512,1.021484321425587
burgers_operator,mlp_baseline,medium,750,32,64,0.9651309374566026
burgers_operator,mlp_baseline,medium,750,64,128,0.7417546181009058
burgers_operator,mlp_baseline,medium,750,128,256,0.9530226118911975
burgers_operator,mlp_baseline,medium,1000,16,32,1.7557934776258144
burgers_operator,mlp_baseline,medium,1000,32,64,0.975660769645489
burgers_operator,mlp_baseline,medium,1000,64,128,0.7344427518484632
burgers_operator,mlp_baseline,medium,1000,96,192,0.8172506388179195
burgers_operator,mlp_baseline,medium,1000,128,256,0.933190295408475
burgers_operator,mlp_baseline,medium,1000,192,384,1.0297939365712374
burgers_operator,mlp_baseline,medium,1000,256,512,1.030172016314742
burgers_operator,mlp_baseline,medium,2000,16,32,1.6792257200789669
burgers_operator,mlp_baseline,medium,2000,32,64,1.0240542325355695
burgers_operator,mlp_baseline,medium,2000,64,128,0.716861348405525
burgers_operator,mlp_baseline,medium,2000,96,192,0.8123497625707162
burgers_operator,mlp_baseline,medium,2000,128,256,0.9412768681566258
burgers_operator,mlp_baseline,medium,2000,192,384,1.01649999242511
burgers_operator,mlp_baseline,medium,2000,256,512,1.0162702618500254
burgers_operator,mlp_baseline,medium,3000,32,64,0.9986337225265123
burgers_operator,mlp_baseline,medium,3000,64,128,0.734223823376512
burgers_operator,mlp_baseline,medium,3000,128,256,0.929735117154945
burgers_operator,mlp_baseline,medium,5000,16,32,1.8323146259495615
burgers_operator,mlp_baseline,medium,5000,32,64,0.9950229852594792
burgers_operator,mlp_baseline,medium,5000,64,128,0.7282935281235955
burgers_operator,mlp_baseline,medium,5000,96,192,0.8093107504126341
burgers_operator,mlp_baseline,medium,5000,128,256,0.9448519197203633
burgers_operator,mlp_baseline,medium,5000,192,384,1.0285214838498542
burgers_operator,mlp_baseline,medium,5000,256,512,1.0293143014988668
burgers_operator,mlp_baseline,small,50,16,32,1.0579251030649346
burgers_operator,mlp_baseline,small,50,32,64,0.8439196130508625
burgers_operator,mlp_baseline,small,50,64,128,0.8721417547795494
burgers_operator,mlp_baseline,small,50,96,192,0.9896797563420715
burgers_operator,mlp_baseline,small,50,128,256,1.0583278596095658
burgers_operator,mlp_baseline,small,50,192,384,1.0125994809611503
burgers_operator,mlp_baseline,small,50,256,512,0.9619244112696567
burgers_operator,mlp_baseline,small,100,16,32,1.2938195221505442
burgers_operator,mlp_baseline,small,100,32,64,0.8394193584429086
burgers_operator,mlp_baseline,small,100,64,128,0.8525955760621795
burgers_operator,mlp_baseline,small,100,96,192,0.9332989427808962
burgers_operator,mlp_baseline,small,100,128,256,0.9886135863413115
burgers_operator,mlp_baseline,small,100,192,384,1.0030125745456724
burgers_operator,mlp_baseline,small,100,256,512,1.014742248413408
burgers_operator,mlp_baseline,small,150,32,64,0.8140522705248127
burgers_operator,mlp_baseline,small,150,64,128,0.8146993481120792
burgers_operator,mlp_baseline,small,150,128,256,0.9831639915831013
burgers_operator,mlp_baseline,small,200,16,32,1.5302654990424513
burgers_operator,mlp_baseline,small,200,32,64,0.8248893800086474
burgers_operator,mlp_baseline,small,200,64,128,0.8190505664871339
burgers_operator,mlp_baseline,small,200,96,192,0.8918520554485387
burgers_operator,mlp_baseline,small,200,128,256,0.965105977245172
burgers_operator,mlp_baseline,small,200,192,384,1.0126591765962478
burgers_operator,mlp_baseline,small,200,256,512,1.011649890097328
burgers_operator,mlp_baseline,small,300,32,64,0.8373250601476946
burgers_operator,mlp_baseline,small,300,64,128,0.7971316458761395
burgers_operator,mlp_baseline,small,300,128,256,0.9707411571607268
burgers_operator,mlp_baseline,small,500,16,32,1.539362697245414
burgers_operator,mlp_baseline,small,500,32,64,0.9238354505874674
burgers_operator,mlp_baseline,small,500,64,128,0.7780925274363235
burgers_operator,mlp_baseline,small,500,96,192,0.8604469725202448
burgers_operator,mlp_baseline,small,500,128,256,0.9377646618519663
burgers_operator,mlp_baseline,small,500,192,384,1.0174742984756506
burgers_operator,mlp_baseline,small,500,256,512,1.0392074345098699
burgers_operator,mlp_baseline,small,750,32,64,0.9455283846526177
burgers_operator,mlp_baseline,small,750,64,128,0.7692266619459399
burgers_operator,mlp_baseline,small,750,128,256,0.954450207201012
burgers_operator,mlp_baseline,small,1000,16,32,1.5096498909043006
burgers_operator,mlp_baseline,small,1000,32,64,0.9582270752733167
burgers_operator,mlp_baseline,small,1000,64,128,0.7547983412170152
burgers_operator,mlp_baseline,small,1000,96,192,0.8493714037078248
burgers_operator,mlp_baseline,small,1000,128,256,0.966580399422845
burgers_operator,mlp_baseline,small,1000,192,384,1.0003082435007375
burgers_operator,mlp_baseline,small,1000,256,512,1.013941454468658
burgers_operator,mlp_baseline,small,2000,16,32,1.6395673303308866
burgers_operator,mlp_baseline,small,2000,32,64,0.9667914575527999
burgers_operator,mlp_baseline,small,2000,64,128,0.7529484713700562
burgers_operator,mlp_baseline,small,2000,96,192,0.8642710494704561
burgers_operator,mlp_baseline,small,2000,128,256,0.950756200015964
burgers_operator,mlp_baseline,small,2000,192,384,0.9785483910286848
burgers_operator,mlp_baseline,small,2000,256,512,1.028446402689932
burgers_operator,mlp_baseline,small,3000,32,64,0.9615177670169835
burgers_operator,mlp_baseline,small,3000,64,128,0.7575300299573262
burgers_operator,mlp_baseline,small,3000,128,256,0.9394965922602949
burgers_operator,mlp_baseline,small,5000,16,32,1.7557498093958426
burgers_operator,mlp_baseline,small,5000,32,64,0.9569379837105937
burgers_operator,mlp_baseline,small,5000,64,128,0.7688533694602778
burgers_operator,mlp_baseline,small,5000,96,192,0.8380137799739615
burgers_operator,mlp_baseline,small,5000,128,256,0.926478183180207
burgers_operator,mlp_baseline,small,5000,192,384,1.0153286937678292
burgers_operator,mlp_baseline,small,5000,256,512,1.0521799515763741
burgers_operator,mlp_baseline,small-med,50,16,32,1.0625623195375706
burgers_operator,mlp_baseline,small-med,50,32,64,0.8777463537016952
burgers_operator,mlp_baseline,small-med,50,64,128,0.8984014046305776
burgers_operator,mlp_baseline,small-med,50,96,192,0.9579904767461427
burgers_operator,mlp_baseline,small-med,50,128,256,0.9591872667533414
burgers_operator,mlp_baseline,small-med,50,192,384,0.9882862149863815
burgers_operator,mlp_baseline,small-med,50,256,512,1.0155167013103796
burgers_operator,mlp_baseline,small-med,100,16,32,1.3353043095514119
burgers_operator,mlp_baseline,small-med,100,32,64,0.8179169052500321
burgers_operator,mlp_baseline,small-med,100,64,128,0.845662241074421
burgers_operator,mlp_baseline,small-med,100,96,192,0.9469445404840093
burgers_operator,mlp_baseline,small-med,100,128,256,0.9796548190502595
burgers_operator,mlp_baseline,small-med,100,192,384,0.9791297803743022
burgers_operator,mlp_baseline,small-med,100,256,512,1.0279079016893842
burgers_operator,mlp_baseline,small-med,150,32,64,0.8197468715666014
burgers_operator,mlp_baseline,small-med,150,64,128,0.8134069848228351
burgers_operator,mlp_baseline,small-med,150,128,256,0.9512737994261302
burgers_operator,mlp_baseline,small-med,200,16,32,1.5805038337078348
burgers_operator,mlp_baseline,small-med,200,32,64,0.8094354914227315
burgers_operator,mlp_baseline,small-med,200,64,128,0.8144715805611082
burgers_operator,mlp_baseline,small-med,200,96,192,0.8783408750934427
burgers_operator,mlp_baseline,small-med,200,128,256,0.9617098923490973
burgers_operator,mlp_baseline,small-med,200,192,384,1.0078577409815845
burgers_operator,mlp_baseline,small-med,200,256,512,1.0094327615364742
burgers_operator,mlp_baseline,small-med,300,32,64,0.8499249885003052
burgers_operator,mlp_baseline,small-med,300,64,128,0.7894712186605642
burgers_operator,mlp_baseline,small-med,300,128,256,0.9497098252351277
burgers_operator,mlp_baseline,small-med,500,16,32,1.5962883936487082
burgers_operator,mlp_baseline,small-med,500,32,64,0.9285438383725089
burgers_operator,mlp_baseline,small-med,500,64,128,0.7665242418511525
burgers_operator,mlp_baseline,small-med,500,96,192,0.8496003045332419
burgers_operator,mlp_baseline,small-med,500,128,256,0.9595925839909182
burgers_operator,mlp_baseline,small-med,500,192,384,1.011625554476831
burgers_operator,mlp_baseline,small-med,500,256,512,1.002624450068425
burgers_operator,mlp_baseline,small-med,750,32,64,0.9389474337679551
burgers_operator,mlp_baseline,small-med,750,64,128,0.7409714770699775
burgers_operator,mlp_baseline,small-med,750,128,256,0.9657272716773511
burgers_operator,mlp_baseline,small-med,1000,16,32,1.6336750168376937
burgers_operator,mlp_baseline,small-med,1000,32,64,0.991901648655577
burgers_operator,mlp_baseline,small-med,1000,64,128,0.7377793099641402
burgers_operator,mlp_baseline,small-med,1000,96,192,0.8102352515979149
burgers_operator,mlp_baseline,small-med,1000,128,256,0.9368350705456668
burgers_operator,mlp_baseline,small-med,1000,192,384,1.018182591133957
burgers_operator,mlp_baseline,small-med,1000,256,512,1.025385050894568
burgers_operator,mlp_baseline,small-med,2000,16,32,1.7911263390197503
burgers_operator,mlp_baseline,small-med,2000,32,64,0.967284450734961
burgers_operator,mlp_baseline,small-med,2000,64,128,0.7375687813171894
burgers_operator,mlp_baseline,small-med,2000,96,192,0.821367961198013
burgers_operator,mlp_baseline,small-med,2000,128,256,0.9056243396231825
burgers_operator,mlp_baseline,small-med,2000,192,384,0.9932591985756872
burgers_operator,mlp_baseline,small-med,2000,256,512,1.0360689097233742
burgers_operator,mlp_baseline,small-med,3000,32,64,0.9766982391904655
burgers_operator,mlp_baseline,small-med,3000,64,128,0.7260095138051565
burgers_operator,mlp_baseline,small-med,3000,128,256,0.9425640080680283
burgers_operator,mlp_baseline,small-med,5000,16,32,1.8433257467038195
burgers_operator,mlp_baseline,small-med,5000,32,64,0.9807600534720382
burgers_operator,mlp_baseline,small-med,5000,64,128,0.7485778905695276
burgers_operator,mlp_baseline,small-med,5000,96,192,0.8233244765912647
burgers_operator,mlp_baseline,small-med,5000,128,256,0.9318389065008562
burgers_operator,mlp_baseline,small-med,5000,192,384,1.0212085470743093
burgers_operator,mlp_baseline,small-med,5000,256,512,1.0268062693096425
burgers_operator,mlp_baseline,tiny,50,16,32,1.075470150223315
burgers_operator,mlp_baseline,tiny,50,32,64,0.8956732821881821
burgers_operator,mlp_baseline,tiny,50,64,128,0.896247102935143
burgers_operator,mlp_baseline,tiny,50,96,192,0.9771499445719325
burgers_operator,mlp_baseline,tiny,50,128,256,0.9959886957755416
burgers_operator,mlp_baseline,tiny,50,192,384,1.0302429497077275
burgers_operator,mlp_baseline,tiny,50,256,512,1.0287911147317514
burgers_operator,mlp_baseline,tiny,100,16,32,1.2972246854499005
burgers_operator,mlp_baseline,tiny,100,32,64,0.8296610819099063
burgers_operator,mlp_baseline,tiny,100,64,128,0.8632887434746549
burgers_operator,mlp_baseline,tiny,100,96,192,0.935506960891809
burgers_operator,mlp_baseline,tiny,100,128,256,0.9805079004894333
burgers_operator,mlp_baseline,tiny,100,192,384,1.0223903859778016
burgers_operator,mlp_baseline,tiny,100,256,512,1.0248933064244676
burgers_operator,mlp_baseline,tiny,150,32,64,0.8249976015542679
burgers_operator,mlp_baseline,tiny,150,64,128,0.8335389563938491
burgers_operator,mlp_baseline,tiny,150,128,256,0.9732688854312012
burgers_operator,mlp_baseline,tiny,200,16,32,1.4224357145017048
burgers_operator,mlp_baseline,tiny,200,32,64,0.82449392218342
burgers_operator,mlp_baseline,tiny,200,64,128,0.8452391815420528
burgers_operator,mlp_baseline,tiny,200,96,192,0.9032214486711596
burgers_operator,mlp_baseline,tiny,200,128,256,0.9582803179990624
burgers_operator,mlp_baseline,tiny,200,192,384,1.000618734744956
burgers_operator,mlp_baseline,tiny,200,256,512,1.0313650053893435
burgers_operator,mlp_baseline,tiny,300,32,64,0.8355882774650797
burgers_operator,mlp_baseline,tiny,300,64,128,0.8170497918523366
burgers_operator,mlp_baseline,tiny,300,128,256,0.9719089579785647
burgers_operator,mlp_baseline,tiny,500,16,32,1.4077363988998892
burgers_operator,mlp_baseline,tiny,500,32,64,0.8510752003072628
burgers_operator,mlp_baseline,tiny,500,64,128,0.8120748192139968
burgers_operator,mlp_baseline,tiny,500,96,192,0.878156663195504
burgers_operator,mlp_baseline,tiny,500,128,256,0.9643512606555306
burgers_operator,mlp_baseline,tiny,500,192,384,1.0251659411401681
burgers_operator,mlp_baseline,tiny,500,256,512,0.9885197308168859
burgers_operator,mlp_baseline,tiny,750,32,64,0.7749876763221069
burgers_operator,mlp_baseline,tiny,750,64,128,0.8003800087117804
burgers_operator,mlp_baseline,tiny,750,128,256,0.9629627340685092
burgers_operator,mlp_baseline,tiny,1000,16,32,1.3916709894708599
burgers_operator,mlp_baseline,tiny,1000,32,64,0.8995664435557108
burgers_operator,mlp_baseline,tiny,1000,64,128,0.8139848619955672
burgers_operator,mlp_baseline,tiny,1000,96,192,0.8684027391243779
burgers_operator,mlp_baseline,tiny,1000,128,256,0.9475207266238121
burgers_operator,mlp_baseline,tiny,1000,192,384,1.0284420362823787
burgers_operator,mlp_baseline,tiny,1000,256,512,1.0116497453577242
burgers_operator,mlp_baseline,tiny,2000,16,32,1.4126197613902822
burgers_operator,mlp_baseline,tiny,2000,32,64,0.9324693295649463
burgers_operator,mlp_baseline,tiny,2000,64,128,0.7951703890036331
burgers_operator,mlp_baseline,tiny,2000,96,192,0.8775168968337728
burgers_operator,mlp_baseline,tiny,2000,128,256,0.9539370775154573
burgers_operator,mlp_baseline,tiny,2000,192,384,1.0060714698444808
burgers_operator,mlp_baseline,tiny,2000,256,512,1.0138919728487548
burgers_operator,mlp_baseline,tiny,3000,32,64,0.9310116030229906
burgers_operator,mlp_baseline,tiny,3000,64,128,0.7872978508691315
burgers_operator,mlp_baseline,tiny,3000,128,256,0.9635530435890012
burgers_operator,mlp_baseline,tiny,5000,16,32,1.4129328129697274
burgers_operator,mlp_baseline,tiny,5000,32,64,0.9421766418899749
burgers_operator,mlp_baseline,tiny,5000,64,128,0.7932952300883475
burgers_operator,mlp_baseline,tiny,5000,96,192,0.8858371762463183
burgers_operator,mlp_baseline,tiny,5000,128,256,0.9657975013126902
burgers_operator,mlp_baseline,tiny,5000,192,384,1.009812989301878
burgers_operator,mlp_baseline,tiny,5000,256,512,1.016307009457816
burgers_operator,mlp_baseline,xlarge,50,16,32,1.1519455916559207
burgers_operator,mlp_baseline,xlarge,50,32,64,0.8603727462971108
burgers_operator,mlp_baseline,xlarge,50,64,128,0.8664686824685632
burgers_operator,mlp_baseline,xlarge,50,96,192,0.9165547165163205
burgers_operator,mlp_baseline,xlarge,50,128,256,0.9695884417090421
burgers_operator,mlp_baseline,xlarge,50,192,384,1.005435498105723
burgers_operator,mlp_baseline,xlarge,50,256,512,0.9980898843177857
burgers_operator,mlp_baseline,xlarge,100,16,32,1.4587618433805283
burgers_operator,mlp_baseline,xlarge,100,32,64,0.817822449257431
burgers_operator,mlp_baseline,xlarge,100,64,128,0.813557355557316
burgers_operator,mlp_baseline,xlarge,100,96,192,0.905594230823437
burgers_operator,mlp_baseline,xlarge,100,128,256,0.9684479615983221
burgers_operator,mlp_baseline,xlarge,100,192,384,1.009574964063308
burgers_operator,mlp_baseline,xlarge,100,256,512,1.0007624516461764
burgers_operator,mlp_baseline,xlarge,150,32,64,0.7963409806832232
burgers_operator,mlp_baseline,xlarge,150,64,128,0.7925079548693047
burgers_operator,mlp_baseline,xlarge,150,128,256,0.9468812369628027
burgers_operator,mlp_baseline,xlarge,200,16,32,1.9331640543266722
burgers_operator,mlp_baseline,xlarge,200,32,64,0.7916078323789604
burgers_operator,mlp_baseline,xlarge,200,64,128,0.7800260334766352
burgers_operator,mlp_baseline,xlarge,200,96,192,0.8512468882386338
burgers_operator,mlp_baseline,xlarge,200,128,256,0.9444961501003887
burgers_operator,mlp_baseline,xlarge,200,192,384,0.9944293617487284
burgers_operator,mlp_baseline,xlarge,200,256,512,1.0088093067857509
burgers_operator,mlp_baseline,xlarge,300,32,64,0.8794378493083307
burgers_operator,mlp_baseline,xlarge,300,64,128,0.7501980792194938
burgers_operator,mlp_baseline,xlarge,300,128,256,0.9428480329761381
burgers_operator,mlp_baseline,xlarge,500,16,32,2.0481531912629922
burgers_operator,mlp_baseline,xlarge,500,32,64,1.0251680316249692
burgers_operator,mlp_baseline,xlarge,500,64,128,0.7313500011401001
burgers_operator,mlp_baseline,xlarge,500,96,192,0.8084022227582565
burgers_operator,mlp_baseline,xlarge,500,128,256,0.9197336539031392
burgers_operator,mlp_baseline,xlarge,500,192,384,0.9961910683289268
burgers_operator,mlp_baseline,xlarge,500,256,512,1.0190178034696016
burgers_operator,mlp_baseline,xlarge,750,32,64,1.0919033880255913
burgers_operator,mlp_baseline,xlarge,750,64,128,0.7067309997826591
burgers_operator,mlp_baseline,xlarge,750,128,256,0.907202236296319
burgers_operator,mlp_baseline,xlarge,1000,16,32,2.1738048248541393
burgers_operator,mlp_baseline,xlarge,1000,32,64,1.1974127983959915
burgers_operator,mlp_baseline,xlarge,1000,64,128,0.6939374685656085
burgers_operator,mlp_baseline,xlarge,1000,96,192,0.7738369917581877
burgers_operator,mlp_baseline,xlarge,1000,128,256,0.8865841392508694
burgers_operator,mlp_baseline,xlarge,1000,192,384,1.0110408516088565
burgers_operator,mlp_baseline,xlarge,1000,256,512,1.0390047452062816
burgers_operator,mlp_baseline,xlarge,2000,16,32,2.258679512701139
burgers_operator,mlp_baseline,xlarge,2000,32,64,1.310396409129214
burgers_operator,mlp_baseline,xlarge,2000,64,128,0.6869653471035926
burgers_operator,mlp_baseline,xlarge,2000,96,192,0.7764614293629667
burgers_operator,mlp_baseline,xlarge,2000,128,256,0.9021174713524717
burgers_operator,mlp_baseline,xlarge,2000,192,384,0.9695822176695607
burgers_operator,mlp_baseline,xlarge,2000,256,512,1.047715569119298
burgers_operator,mlp_baseline,xlarge,3000,32,64,1.2951281638666947
burgers_operator,mlp_baseline,xlarge,3000,64,128,0.684060410794032
burgers_operator,mlp_baseline,xlarge,3000,128,256,0.9036255812521472
burgers_operator,mlp_baseline,xlarge,5000,16,32,2.121845724517615
burgers_operator,mlp_baseline,xlarge,5000,32,64,1.3850758598455941
burgers_operator,mlp_baseline,xlarge,5000,64,128,0.6832865809358493
burgers_operator,mlp_baseline,xlarge,5000,96,192,0.7675280849970127
burgers_operator,mlp_baseline,xlarge,5000,128,256,0.917065873884053
burgers_operator,mlp_baseline,xlarge,5000,192,384,1.0730857426869898
burgers_operator,mlp_baseline,xlarge,5000,256,512,1.1075475294787647
burgers_operator,mlp_controlled,large,500,32,64,0.9089646420844472
burgers_operator,mlp_controlled,large,500,64,128,0.7505005033601784
burgers_operator,mlp_controlled,large,500,128,256,0.9462848412598658
burgers_operator,mlp_controlled,large,1000,32,64,1.0105913774427302
burgers_operator,mlp_controlled,large,1000,64,128,0.7358357853160316
burgers_operator,mlp_controlled,large,1000,128,256,0.9350897929573171
burgers_operator,mlp_controlled,large,2000,32,64,1.028505436980314
burgers_operator,mlp_controlled,large,2000,64,128,0.7176707113080735
burgers_operator,mlp_controlled,large,2000,128,256,0.9378147019773589
burgers_operator,mlp_controlled,large,5000,32,64,1.0286299933367162
burgers_operator,mlp_controlled,large,5000,64,128,0.7176356543359984
burgers_operator,mlp_controlled,large,5000,128,256,0.9513517079326143
burgers_operator,mlp_controlled,med-large,500,32,64,0.9202962315814412
burgers_operator,mlp_controlled,med-large,500,64,128,0.7626020857653366
burgers_operator,mlp_controlled,med-large,500,128,256,0.9579603179408177
burgers_operator,mlp_controlled,med-large,1000,32,64,0.996269974671117
burgers_operator,mlp_controlled,med-large,1000,64,128,0.736131478926511
burgers_operator,mlp_controlled,med-large,1000,128,256,0.9745036076385679
burgers_operator,mlp_controlled,med-large,2000,32,64,1.015620862983766
burgers_operator,mlp_controlled,med-large,2000,64,128,0.738262491878874
burgers_operator,mlp_controlled,med-large,2000,128,256,0.9338122543431283
burgers_operator,mlp_controlled,med-large,5000,32,64,1.0175841771600358
burgers_operator,mlp_controlled,med-large,5000,64,128,0.71779424614668
burgers_operator,mlp_controlled,med-large,5000,128,256,0.9856616647495713
burgers_operator,mlp_controlled,medium,500,32,64,0.9289273149904568
burgers_operator,mlp_controlled,medium,500,64,128,0.7699431771277414
burgers_operator,mlp_controlled,medium,500,128,256,0.988484185883284
burgers_operator,mlp_controlled,medium,1000,32,64,0.9855228349004614
burgers_operator,mlp_controlled,medium,1000,64,128,0.7500888429392785
burgers_operator,mlp_controlled,medium,1000,128,256,0.9785513445571282
burgers_operator,mlp_controlled,medium,2000,32,64,0.9967148244013622
burgers_operator,mlp_controlled,medium,2000,64,128,0.7424280529084704
burgers_operator,mlp_controlled,medium,2000,128,256,1.0068041026476962
burgers_operator,mlp_controlled,medium,5000,32,64,0.9964197560623487
burgers_operator,mlp_controlled,medium,5000,64,128,0.7491932653262247
burgers_operator,mlp_controlled,medium,5000,128,256,1.011564537670797
burgers_operator,mlp_controlled,small,500,32,64,0.925660258119439
burgers_operator,mlp_controlled,small,500,64,128,0.7867016912505183
burgers_operator,mlp_controlled,small,500,128,256,1.0699512972634584
burgers_operator,mlp_controlled,small,1000,32,64,0.9777411951504678
burgers_operator,mlp_controlled,small,1000,64,128,0.8038090114441662
burgers_operator,mlp_controlled,small,1000,128,256,1.0520094702609195
burgers_operator,mlp_controlled,small,2000,32,64,1.0054530025875619
burgers_operator,mlp_controlled,small,2000,64,128,0.7910801325332546
burgers_operator,mlp_controlled,small,2000,128,256,1.061358671379088
burgers_operator,mlp_controlled,small,5000,32,64,0.9727998942765109
burgers_operator,mlp_controlled,small,5000,64,128,0.8077900070402392
burgers_operator,mlp_controlled,small,5000,128,256,1.0849147485899235
burgers_operator,mlp_controlled,small-med,500,32,64,0.9190695216109747
burgers_operator,mlp_controlled,small-med,500,64,128,0.7806295055775319
burgers_operator,mlp_controlled,small-med,500,128,256,1.0171175135200117
burgers_operator,mlp_controlled,small-med,1000,32,64,0.9870137009773069
burgers_operator,mlp_controlled,small-med,1000,64,128,0.748398587747458
burgers_operator,mlp_controlled,small-med,1000,128,256,1.0372841661178227
burgers_operator,mlp_controlled,small-med,2000,32,64,0.9693521858432212
burgers_operator,mlp_controlled,small-med,2000,64,128,0.7820889097907845
burgers_operator,mlp_controlled,small-med,2000,128,256,1.0047541196209695
burgers_operator,mlp_controlled,small-med,5000,32,64,0.9953648934941529
burgers_operator,mlp_controlled,small-med,5000,64,128,0.7626878317353746
burgers_operator,mlp_controlled,small-med,5000,128,256,1.0347669218249236
