task,model_name,capacity_name,dataset_size,r_low,r_high,ratio
burgers_operator,mlp_controlled,tiny,500,32,64,0.9040295413140825
burgers_operator,mlp_controlled,tiny,500,64,128,0.8640762135062597
burgers_operator,mlp_controlled,tiny,500,128,256,1.0840500432669986
burgers_operator,mlp_controlled,tiny,1000,32,64,0.994810066163027
burgers_operator,mlp_controlled,tiny,1000,64,128,0.8507481519592607
burgers_operator,mlp_controlled,tiny,1000,128,256,1.130871652034553
burgers_operator,mlp_controlled,tiny,2000,32,64,0.9910113911547641
burgers_operator,mlp_controlled,tiny,2000,64,128,0.8715670839262764
burgers_operator,mlp_controlled,tiny,2000,128,256,1.1253537417691766
burgers_operator,mlp_controlled,tiny,5000,32,64,0.97681172970127
burgers_operator,mlp_controlled,tiny,5000,64,128,0.876890078926049
burgers_operator,mlp_controlled,tiny,5000,128,256,1.1358483191767157
burgers_operator,mlp_controlled,xlarge,500,32,64,1.0274253969395954
burgers_operator,mlp_controlled,xlarge,500,64,128,0.7261727265156478
burgers_operator,mlp_controlled,xlarge,500,128,256,0.9291787186202577
burgers_operator,mlp_controlled,xlarge,1000,32,64,1.1537896587353555
burgers_operator,mlp_controlled,xlarge,1000,64,128,0.6902044976032765
burgers_operator,mlp_controlled,xlarge,1000,128,256,0.902505856511744
burgers_operator,mlp_controlled,xlarge,2000,32,64,1.323384987207006
burgers_operator,mlp_controlled,xlarge,2000,64,128,0.6847138744978916
burgers_operator,mlp_controlled,xlarge,2000,128,256,0.8986144960144024
burgers_operator,mlp_controlled,xlarge,5000,32,64,1.3388028803824765
burgers_operator,mlp_controlled,xlarge,5000,64,128,0.6979477415761844
burgers_operator,mlp_controlled,xlarge,5000,128,256,0.9864389354174402
darcy,deeponet,large,50,32,64,0.7519527718191005
darcy,deeponet,large,50,64,128,1.030609356698466
darcy,deeponet,large,50,128,256,0.8499589342745597
darcy,deeponet,large,100,32,64,1.270829710901771
darcy,deeponet,large,100,64,128,0.8609297365430431
darcy,deeponet,large,100,128,256,0.808710464309833
darcy,deeponet,large,150,32,64,1.2117153571875696
darcy,deeponet,large,150,64,128,1.059648573130291
darcy,deeponet,large,150,128,256,0.7637754239541704
darcy,deeponet,large,200,32,64,0.9379327000824704
darcy,deeponet,large,200,64,128,1.05835427451204
darcy,deeponet,large,200,128,256,1.0699186731146657
darcy,deeponet,large,300,32,64,1.1393212998372395
darcy,deeponet,large,300,64,128,0.9578937855246975
darcy,deeponet,large,300,128,256,0.9979142401128579
darcy,deeponet,large,500,32,64,1.0562050411743336
darcy,deeponet,large,500,64,128,1.1250524696160817
darcy,deeponet,large,500,128,256,0.8978321683036224
darcy,deeponet,large,750,32,64,1.2377127490580049
darcy,deeponet,large,750,64,128,0.8759758085385653
darcy,deeponet,large,750,128,256,0.9183354778837879
darcy,deeponet,large,1000,32,64,1.0516353383905939
darcy,deeponet,large,1000,64,128,0.8922036837334614
darcy,deeponet,large,1000,128,256,1.0432047951192154
darcy,deeponet,large,2000,32,64,1.1195253759179074
darcy,deeponet,large,2000,64,128,0.8904782569331089
darcy,deeponet,large,2000,128,256,1.070303723545842
darcy,deeponet,large,3000,32,64,3.3394262476910797
darcy,deeponet,large,3000,64,128,0.30040005975677736
darcy,deeponet,large,3000,128,256,0.9731211516211521
darcy,deeponet,large,5000,32,64,0.9729721127361254
darcy,deeponet,large,5000,64,128,1.0241219537829018
darcy,deeponet,large,5000,128,256,1.0046065789889012
darcy,deeponet,med-large,50,32,64,1.2028710721612859
darcy,deeponet,med-large,50,64,128,0.6777092826506209
darcy,deeponet,med-large,50,128,256,1.0415506807420514
darcy,deeponet,med-large,100,32,64,0.8942690154244136
darcy,deeponet,med-large,100,64,128,0.991730463625988
darcy,deeponet,med-large,100,128,256,1.246328931939581
darcy,deeponet,med-large,150,32,64,1.0664195504358989
darcy,deeponet,med-large,150,64,128,1.1031808035594086
darcy,deeponet,med-large,150,128,256,1.0706874794619565
darcy,deeponet,med-large,200,32,64,0.9780585258183089
darcy,deeponet,med-large,200,64,128,1.0580609051494998
darcy,deeponet,med-large,200,128,256,1.0300355337575688
darcy,deeponet,med-large,300,32,64,0.97429865894803
darcy,deeponet,med-large,300,64,128,1.0805512492496432
darcy,deeponet,med-large,300,128,256,0.8457556651480553
darcy,deeponet,med-large,500,32,64,0.8832603853165726
darcy,deeponet,med-large,500,64,128,1.2539873223441405
darcy,deeponet,med-large,500,128,256,0.8402762450399887
darcy,deeponet,med-large,750,32,64,1.2526320391187395
darcy,deeponet,med-large,750,64,128,0.8449481779785428
darcy,deeponet,med-large,750,128,256,0.9621147654536358
darcy,deeponet,med-large,1000,32,64,1.0728723926845125
darcy,deeponet,med-large,1000,64,128,0.9151567034249652
darcy,deeponet,med-large,1000,128,256,0.9710261020054378
darcy,deeponet,med-large,2000,32,64,1.041262060433919
darcy,deeponet,med-large,2000,64,128,0.9740646571440219
darcy,deeponet,med-large,2000,128,256,0.926692923506623
darcy,deeponet,med-large,3000,32,64,0.976899751169841
darcy,deeponet,med-large,3000,64,128,1.1788050167686286
darcy,deeponet,med-large,3000,128,256,2.4237103693722335
darcy,deeponet,med-large,5000,32,64,1.1321215122541268
darcy,deeponet,med-large,5000,64,128,0.8457296515171121
darcy,deeponet,med-large,5000,128,256,1.094796807754092
darcy,deeponet,medium,50,32,64,1.1089059532892884
darcy,deeponet,medium,50,64,128,1.198748628440922
darcy,deeponet,medium,50,128,256,0.7795215338740541
darcy,deeponet,medium,100,32,64,0.8433577437911088
darcy,deeponet,medium,100,64,128,0.9270535330635116
darcy,deeponet,medium,100,128,256,1.1494651237484663
darcy,deeponet,medium,150,32,64,0.7491744508193559
darcy,deeponet,medium,150,64,128,1.2161359738074853
darcy,deeponet,medium,150,128,256,0.8271279292569289
darcy,deeponet,medium,200,32,64,1.0116314089550402
darcy,deeponet,medium,200,64,128,1.0806412251363895
darcy,deeponet,medium,200,128,256,0.980746930206118
darcy,deeponet,medium,300,32,64,0.9557959573775495
darcy,deeponet,medium,300,64,128,0.9370131264388439
darcy,deeponet,medium,300,128,256,0.9848617656733835
darcy,deeponet,medium,500,32,64,1.102514717109215
darcy,deeponet,medium,500,64,128,0.9036000205158772
darcy,deeponet,medium,500,128,256,1.035976580943814
darcy,deeponet,medium,750,32,64,1.02167321478792
darcy,deeponet,medium,750,64,128,1.1286994970567208
darcy,deeponet,medium,750,128,256,0.8602569569590035
darcy,deeponet,medium,1000,32,64,0.9585042108410887
darcy,deeponet,medium,1000,64,128,0.9960319896532953
darcy,deeponet,medium,1000,128,256,1.0858274254953626
darcy,deeponet,medium,2000,32,64,1.0642639498859496
darcy,deeponet,medium,2000,64,128,0.9929985208537869
darcy,deeponet,medium,2000,128,256,0.9492505849506607
darcy,deeponet,medium,3000,32,64,0.9703417146960563
darcy,deeponet,medium,3000,64,128,0.9919589390857502
darcy,deeponet,medium,3000,128,256,0.9774036539878898
darcy,deeponet,medium,5000,32,64,1.0236127917834164
darcy,deeponet,medium,5000,64,128,1.0131296508245529
darcy,deeponet,medium,5000,128,256,0.9620615935852632
darcy,deeponet,small,50,32,64,1.6489301065255921
darcy,deeponet,small,50,64,128,0.4982337003051287
darcy,deeponet,small,50,128,256,1.0557427880610306
darcy,deeponet,small,100,32,64,0.7837987228931284
darcy,deeponet,small,100,64,128,0.9801076076665847
darcy,deeponet,small,100,128,256,0.9057762011519198
darcy,deeponet,small,150,32,64,1.2315586625113821
darcy,deeponet,small,150,64,128,0.7842339716613322
darcy,deeponet,small,150,128,256,0.940862305940837
darcy,deeponet,small,200,32,64,1.165147418621963
darcy,deeponet,small,200,64,128,1.0305744118558733
darcy,deeponet,small,200,128,256,0.9552040733924855
darcy,deeponet,small,300,32,64,1.3086802776888256
darcy,deeponet,small,300,64,128,0.8911095940878276
darcy,deeponet,small,300,128,256,0.8689738065925172
darcy,deeponet,small,500,32,64,1.5899742968552162
darcy,deeponet,small,500,64,128,0.7585722638856299
darcy,deeponet,small,500,128,256,0.8717599772490715
darcy,deeponet,small,750,32,64,1.0873876928056818
darcy,deeponet,small,750,64,128,0.9714714905117809
darcy,deeponet,small,750,128,256,1.049682526193987
darcy,deeponet,small,1000,32,64,1.1073981814702207
darcy,deeponet,small,1000,64,128,0.9202163189193142
darcy,deeponet,small,1000,128,256,0.9958700883877675
darcy,deeponet,small,2000,32,64,0.9894198803801416
darcy,deeponet,small,2000,64,128,0.9779557391044427
darcy,deeponet,small,2000,128,256,0.9768642262089042
darcy,deeponet,small,3000,32,64,0.9684046681836651
darcy,deeponet,small,3000,64,128,1.0768361918499738
darcy,deeponet,small,3000,128,256,1.0664926284659453
darcy,deeponet,small,5000,32,64,0.9753944259890256
darcy,deeponet,small,5000,64,128,0.9517017029309497
darcy,deeponet,small,5000,128,256,0.9805630669548052
darcy,deeponet,small-med,50,32,64,0.8105269917478418
darcy,deeponet,small-med,50,64,128,0.9558766280766686
darcy,deeponet,small-med,50,128,256,1.6760647702058988
darcy,deeponet,small-med,100,32,64,1.6674174412700355
darcy,deeponet,small-med,100,64,128,0.804149627387751
darcy,deeponet,small-med,100,128,256,1.1216461968276819
darcy,deeponet,small-med,150,32,64,1.082335481320137
darcy,deeponet,small-med,150,64,128,0.957294254542407
darcy,deeponet,small-med,150,128,256,1.035181789976032
darcy,deeponet,small-med,200,32,64,1.0940707981098134
darcy,deeponet,small-med,200,64,128,0.9122627071247815
darcy,deeponet,small-med,200,128,256,1.0439947238175282
darcy,deeponet,small-med,300,32,64,0.9753375616492169
darcy,deeponet,small-med,300,64,128,1.0874683747202933
darcy,deeponet,small-med,300,128,256,0.9293828907138163
darcy,deeponet,small-med,500,32,64,0.8605295017552114
darcy,deeponet,small-med,500,64,128,1.0085289092060745
darcy,deeponet,small-med,500,128,256,0.982804719442744
darcy,deeponet,small-med,750,32,64,1.1224375219093903
darcy,deeponet,small-med,750,64,128,0.9546294927756421
darcy,deeponet,small-med,750,128,256,1.0439182640131568
darcy,deeponet,small-med,1000,32,64,1.0671646319165284
darcy,deeponet,small-med,1000,64,128,0.9361993200264452
darcy,deeponet,small-med,1000,128,256,0.9280689532988449
darcy,deeponet,small-med,2000,32,64,0.7171303416140262
darcy,deeponet,small-med,2000,64,128,0.9734041672379118
darcy,deeponet,small-med,2000,128,256,0.9931940119995415
darcy,deeponet,small-med,3000,32,64,0.9229125148878711
darcy,deeponet,small-med,3000,64,128,1.1160197076734257
darcy,deeponet,small-med,3000,128,256,0.9197981736480335
darcy,deeponet,small-med,5000,32,64,1.0028392117298397
darcy,deeponet,small-med,5000,64,128,0.9953205340593352
darcy,deeponet,small-med,5000,128,256,0.9809463489259589
darcy,deeponet,tiny,50,32,64,1.1737445552672094
darcy,deeponet,tiny,50,64,128,0.8315253102160585
darcy,deeponet,tiny,50,128,256,1.1412371409891984
darcy,deeponet,tiny,100,32,64,1.2491137506982253
darcy,deeponet,tiny,100,64,128,1.158881503693703
darcy,deeponet,tiny,100,128,256,0.7472044069631779
darcy,deeponet,tiny,150,32,64,1.093764340052426
darcy,deeponet,tiny,150,64,128,1.2437430237658698
darcy,deeponet,tiny,150,128,256,0.746242624855615
darcy,deeponet,tiny,200,32,64,0.915299316155952
darcy,deeponet,tiny,200,64,128,1.2378946818543164
darcy,deeponet,tiny,200,128,256,0.8547485421335762
darcy,deeponet,tiny,300,32,64,0.7935440286187961
darcy,deeponet,tiny,300,64,128,0.8771870533428748
darcy,deeponet,tiny,300,128,256,1.2177827986736416
darcy,deeponet,tiny,500,32,64,0.8751148576508628
darcy,deeponet,tiny,500,64,128,0.9330668220637678
darcy,deeponet,tiny,500,128,256,1.0440810846870987
darcy,deeponet,tiny,750,32,64,1.0912246297958241
darcy,deeponet,tiny,750,64,128,0.9070091078588091
darcy,deeponet,tiny,750,128,256,1.1233442975733432
darcy,deeponet,tiny,1000,32,64,1.1272426940809086
darcy,deeponet,tiny,1000,64,128,0.9381735918363396
darcy,deeponet,tiny,1000,128,256,0.9400838923818824
darcy,deeponet,tiny,2000,32,64,0.884208961110747
darcy,deeponet,tiny,2000,64,128,0.9681500322717057
darcy,deeponet,tiny,2000,128,256,1.0738231278106434
darcy,deeponet,tiny,3000,32,64,0.9775130105443233
darcy,deeponet,tiny,3000,64,128,0.988644856505749
darcy,deeponet,tiny,3000,128,256,1.0123035336440933
darcy,deeponet,tiny,5000,32,64,0.9589616310387716
darcy,deeponet,tiny,5000,64,128,1.0241894529450337
darcy,deeponet,tiny,5000,128,256,1.0658498619260925
darcy,deeponet,xlarge,50,32,64,0.9476218675029353
darcy,deeponet,xlarge,50,64,128,0.8452091541579295
darcy,deeponet,xlarge,50,128,256,1.276026919898874
darcy,deeponet,xlarge,100,32,64,1.0342389871172508
darcy,deeponet,xlarge,100,64,128,0.8759272790382544
darcy,deeponet,xlarge,100,128,256,1.0545537024598175
darcy,deeponet,xlarge,150,32,64,0.9730398576080483
darcy,deeponet,xlarge,150,64,128,0.9720660916393833
darcy,deeponet,xlarge,150,128,256,0.998750999130587
darcy,deeponet,xlarge,200,32,64,0.9157925525235899
darcy,deeponet,xlarge,200,64,128,1.0504116253618212
darcy,deeponet,xlarge,200,128,256,0.9208569523924818
darcy,deeponet,xlarge,300,32,64,1.0041590745845663
darcy,deeponet,xlarge,300,64,128,0.9671343348262754
darcy,deeponet,xlarge,300,128,256,1.0101875769032531
darcy,deeponet,xlarge,500,32,64,1.038086942799012
darcy,deeponet,xlarge,500,64,128,0.9885679810232809
darcy,deeponet,xlarge,500,128,256,0.9695677058042508
darcy,deeponet,xlarge,750,32,64,1.023867364693745
darcy,deeponet,xlarge,750,64,128,0.9474643208436065
darcy,deeponet,xlarge,750,128,256,1.0162679961665275
darcy,deeponet,xlarge,1000,32,64,0.9650199772828718
darcy,deeponet,xlarge,1000,64,128,0.9690269167332898
darcy,deeponet,xlarge,1000,128,256,1.0451664443558961
darcy,deeponet,xlarge,2000,32,64,2.977905599841084
darcy,deeponet,xlarge,2000,64,128,0.6283458244921099
darcy,deeponet,xlarge,2000,128,256,0.5035160934819629
darcy,deeponet,xlarge,3000,32,64,1.1935407894224077
darcy,deeponet,xlarge,3000,64,128,0.7595007008029979
darcy,deeponet,xlarge,3000,128,256,7.291272980905
darcy,deeponet,xlarge,5000,32,64,1.1054753096870469
darcy,deeponet,xlarge,5000,64,128,0.9295131854572047
darcy,deeponet,xlarge,5000,128,256,1.0189075811272557
darcy,fno,large,50,32,64,0.9704776426932906
darcy,fno,large,50,64,128,1.0015401414648457
darcy,fno,large,50,128,256,0.9915019084339511
darcy,fno,large,100,32,64,0.969992787548043
darcy,fno,large,100,64,128,0.9918027381907398
darcy,fno,large,100,128,256,0.995794132989743
darcy,fno,large,150,32,64,1.0151575339116206
darcy,fno,large,150,64,128,0.9664826215648344
darcy,fno,large,150,128,256,0.9953804803283917
darcy,fno,large,200,32,64,1.0164046130598805
darcy,fno,large,200,64,128,0.9670832742520307
darcy,fno,large,200,128,256,0.9935465781763252
darcy,fno,large,300,32,64,0.9533103798311665
darcy,fno,large,300,64,128,1.0119902453519023
darcy,fno,large,300,128,256,0.9675433951019166
darcy,fno,large,500,32,64,0.9744801233317134
darcy,fno,large,500,64,128,1.0334973756862784
darcy,fno,large,500,128,256,0.9348907534933077
darcy,fno,large,750,32,64,0.967603082469752
darcy,fno,large,750,64,128,1.0904706072706416
darcy,fno,large,750,128,256,0.9895987338261878
darcy,fno,large,1000,32,64,0.9379754833868372
darcy,fno,large,1000,64,128,1.029128920098624
darcy,fno,large,1000,128,256,1.0031238281237036
darcy,fno,large,2000,32,64,0.7780318582374959
darcy,fno,large,2000,64,128,1.0385856266141242
darcy,fno,large,2000,128,256,1.1064242430583335
darcy,fno,large,3000,32,64,0.7393380831847862
darcy,fno,large,3000,64,128,1.2390660723656557
darcy,fno,large,3000,128,256,1.0830430945045428
darcy,fno,large,5000,32,64,0.9697972630537419
darcy,fno,large,5000,64,128,1.0145998795815598
darcy,fno,large,5000,128,256,0.9968465750209992
darcy,fno,med-large,50,32,64,0.9797324164729037
darcy,fno,med-large,50,64,128,1.0132461719762393
darcy,fno,med-large,50,128,256,0.9714290582910736
darcy,fno,med-large,100,32,64,1.0128566635337792
darcy,fno,med-large,100,64,128,0.9771056670818035
darcy,fno,med-large,100,128,256,0.9884975121600459
darcy,fno,med-large,150,32,64,0.9457464762438433
darcy,fno,med-large,150,64,128,0.972977540474253
darcy,fno,med-large,150,128,256,1.0148246716655893
darcy,fno,med-large,200,32,64,1.0271422340970904
darcy,fno,med-large,200,64,128,0.9581021676452943
darcy,fno,med-large,200,128,256,0.9891677265197236
darcy,fno,med-large,300,32,64,0.9524241727740433
darcy,fno,med-large,300,64,128,0.9774607764424833
darcy,fno,med-large,300,128,256,1.0140644684315985
darcy,fno,med-large,500,32,64,0.9540197830214869
darcy,fno,med-large,500,64,128,0.9879085278631963
darcy,fno,med-large,500,128,256,1.081711905238199
darcy,fno,med-large,750,32,64,1.0014274916998862
darcy,fno,med-large,750,64,128,0.9199755789580407
darcy,fno,med-large,750,128,256,1.0111150942303389
darcy,fno,med-large,1000,32,64,0.9595338703881962
darcy,fno,med-large,1000,64,128,1.1301656290470117
darcy,fno,med-large,1000,128,256,0.9912095198628799
darcy,fno,med-large,2000,32,64,0.9257405613380119
darcy,fno,med-large,2000,64,128,0.825697617595432
darcy,fno,med-large,2000,128,256,1.1709908412575665
darcy,fno,med-large,3000,32,64,1.0358767271163367
darcy,fno,med-large,3000,64,128,1.029997150043645
darcy,fno,med-large,3000,128,256,0.9376886366527726
darcy,fno,med-large,5000,32,64,1.0539473043141132
darcy,fno,med-large,5000,64,128,0.9625947318041955
darcy,fno,med-large,5000,128,256,0.9982918864350218
darcy,fno,medium,50,32,64,0.9528903994960394
darcy,fno,medium,50,64,128,1.001355715688924
darcy,fno,medium,50,128,256,0.9702738890014441
darcy,fno,medium,100,32,64,0.9978173772168659
darcy,fno,medium,100,64,128,0.941829161097278
darcy,fno,medium,100,128,256,1.0057470114792242
darcy,fno,medium,150,32,64,0.9511498420578466
darcy,fno,medium,150,64,128,0.986126906917346
darcy,fno,medium,150,128,256,0.9954714711364939
darcy,fno,medium,200,32,64,0.9679965440168864
darcy,fno,medium,200,64,128,0.9831262678912948
darcy,fno,medium,200,128,256,0.9862108793207742
darcy,fno,medium,300,32,64,0.9458707199824367
darcy,fno,medium,300,64,128,1.0052231497739426
darcy,fno,medium,300,128,256,1.0003754686720896
darcy,fno,medium,500,32,64,0.9760131520045523
darcy,fno,medium,500,64,128,0.9940833317288289
darcy,fno,medium,500,128,256,1.0158374747470684
darcy,fno,medium,750,32,64,0.9575476579473321
darcy,fno,medium,750,64,128,0.9943210403058511
darcy,fno,medium,750,128,256,1.0332639499102916
darcy,fno,medium,1000,32,64,0.9130871676656193
darcy,fno,medium,1000,64,128,1.0376287669809594
darcy,fno,medium,1000,128,256,1.011461950559156
darcy,fno,medium,2000,32,64,1.062092883825601
darcy,fno,medium,2000,64,128,1.0175791404422379
darcy,fno,medium,2000,128,256,0.8980487548788816
darcy,fno,medium,3000,32,64,0.9632033658237477
darcy,fno,medium,3000,64,128,1.09088695891906
darcy,fno,medium,3000,128,256,0.9661466462079639
darcy,fno,medium,5000,32,64,0.9186877247585248
darcy,fno,medium,5000,64,128,0.9572982617907181
darcy,fno,medium,5000,128,256,0.980505940126483
darcy,fno,small,50,32,64,0.9655031799984033
darcy,fno,small,50,64,128,1.0137720943802084
darcy,fno,small,50,128,256,0.9718981387770257
darcy,fno,small,100,32,64,0.9975655001954289
darcy,fno,small,100,64,128,0.9788548019366738
darcy,fno,small,100,128,256,1.0011736067628874
darcy,fno,small,150,32,64,1.0332206143244582
darcy,fno,small,150,64,128,0.9643147827836215
darcy,fno,small,150,128,256,0.9319171446400617
darcy,fno,small,200,32,64,0.9130816432620201
darcy,fno,small,200,64,128,1.0549083123533955
darcy,fno,small,200,128,256,0.9996901835725993
darcy,fno,small,300,32,64,0.9894034117746829
darcy,fno,small,300,64,128,0.9586696940924193
darcy,fno,small,300,128,256,1.0037166186525477
darcy,fno,small,500,32,64,0.94837381797221
darcy,fno,small,500,64,128,1.0328802844287455
darcy,fno,small,500,128,256,0.9871074325767901
darcy,fno,small,750,32,64,0.942683026597231
darcy,fno,small,750,64,128,1.0038598802442016
darcy,fno,small,750,128,256,1.1904998780113332
darcy,fno,small,1000,32,64,1.1607736163597238
darcy,fno,small,1000,64,128,0.8063031827197974
darcy,fno,small,1000,128,256,1.0181242724304878
darcy,fno,small,2000,32,64,0.9117611419571069
darcy,fno,small,2000,64,128,1.0695623236726015
darcy,fno,small,2000,128,256,0.9254972883060129
darcy,fno,small,3000,32,64,1.0197738982819946
darcy,fno,small,3000,64,128,1.0162394336486817
darcy,fno,small,3000,128,256,1.0340529734793575
darcy,fno,small,5000,32,64,0.9763881124291222
darcy,fno,small,5000,64,128,0.9867372512378587
darcy,fno,small,5000,128,256,1.0910726589866038
darcy,fno,small-med,50,32,64,0.9538335004547883
darcy,fno,small-med,50,64,128,1.0141430475120412
darcy,fno,small-med,50,128,256,0.9971369623683087
darcy,fno,small-med,100,32,64,0.9678809208879545
darcy,fno,small-med,100,64,128,0.9959783978551671
darcy,fno,small-med,100,128,256,0.9882140474865158
darcy,fno,small-med,150,32,64,0.9511580254138565
darcy,fno,small-med,150,64,128,1.00818382163259
darcy,fno,small-med,150,128,256,0.9823552407355576
darcy,fno,small-med,200,32,64,0.9713375177043443
darcy,fno,small-med,200,64,128,1.016925947642065
darcy,fno,small-med,200,128,256,1.0025518855235596
darcy,fno,small-med,300,32,64,0.9807061402964714
darcy,fno,small-med,300,64,128,0.9602317352230001
darcy,fno,small-med,300,128,256,1.0266569691834682
darcy,fno,small-med,500,32,64,1.0681664874969254
darcy,fno,small-med,500,64,128,0.8381650284261066
darcy,fno,small-med,500,128,256,1.0410216843563436
darcy,fno,small-med,750,32,64,0.9224100222527921
darcy,fno,small-med,750,64,128,1.1393848356213947
darcy,fno,small-med,750,128,256,0.9378541044643935
darcy,fno,small-med,1000,32,64,0.9793631039478107
darcy,fno,small-med,1000,64,128,1.0129633460080898
darcy,fno,small-med,1000,128,256,0.974599642082573
darcy,fno,small-med,2000,32,64,0.9312653565992232
darcy,fno,small-med,2000,64,128,0.9630208702237941
darcy,fno,small-med,2000,128,256,1.0802989806925423
darcy,fno,small-med,3000,32,64,0.9422151032169818
darcy,fno,small-med,3000,64,128,1.0816045801909975
darcy,fno,small-med,3000,128,256,0.8680696985913215
darcy,fno,small-med,5000,32,64,0.9484358077409188
darcy,fno,small-med,5000,64,128,1.0604387318096007
darcy,fno,small-med,5000,128,256,0.925797660734073
darcy,fno,tiny,50,32,64,0.953766111335744
darcy,fno,tiny,50,64,128,0.9792998066487286
darcy,fno,tiny,50,128,256,1.055413655076594
darcy,fno,tiny,100,32,64,0.9611798709144272
darcy,fno,tiny,100,64,128,1.0367601004692624
darcy,fno,tiny,100,128,256,0.9743862717066277
darcy,fno,tiny,150,32,64,1.004317704212153
darcy,fno,tiny,150,64,128,0.8896669276045021
darcy,fno,tiny,150,128,256,1.062233914658164
darcy,fno,tiny,200,32,64,1.032901803741672
darcy,fno,tiny,200,64,128,0.9598577511670238
darcy,fno,tiny,200,128,256,1.004154301484207
darcy,fno,tiny,300,32,64,1.0104316503884514
darcy,fno,tiny,300,64,128,0.9948719874362266
darcy,fno,tiny,300,128,256,1.0218749430842577
darcy,fno,tiny,500,32,64,1.0298110206587963
darcy,fno,tiny,500,64,128,1.0002745508141901
darcy,fno,tiny,500,128,256,0.9950883670274489
darcy,fno,tiny,750,32,64,1.0193116565442781
darcy,fno,tiny,750,64,128,1.043758215340161
darcy,fno,tiny,750,128,256,0.9434582400509932
darcy,fno,tiny,1000,32,64,1.008694736473911
darcy,fno,tiny,1000,64,128,1.002526830140027
darcy,fno,tiny,1000,128,256,1.0247727933655424
darcy,fno,tiny,2000,32,64,0.9700471791941815
darcy,fno,tiny,2000,64,128,1.0417072666490892
darcy,fno,tiny,2000,128,256,0.9440115775503293
darcy,fno,tiny,3000,32,64,1.0592601478413393
darcy,fno,tiny,3000,64,128,0.8864844071487734
darcy,fno,tiny,3000,128,256,1.0191942365520648
darcy,fno,tiny,5000,32,64,0.992413402209946
darcy,fno,tiny,5000,64,128,1.000508497155782
darcy,fno,tiny,5000,128,256,1.0792485366854048
darcy,fno,xlarge,50,32,64,1.0328791369423351
darcy,fno,xlarge,50,64,128,1.003150098384697
darcy,fno,xlarge,50,128,256,1.0145997025767357
darcy,fno,xlarge,100,32,64,0.9599777193071807
darcy,fno,xlarge,100,64,128,0.9985922241015559
darcy,fno,xlarge,100,128,256,0.9837461162838598
darcy,fno,xlarge,150,32,64,0.9583851501816179
darcy,fno,xlarge,150,64,128,1.0032042705263862
darcy,fno,xlarge,150,128,256,0.9936121516463527
darcy,fno,xlarge,200,32,64,0.9510399780261615
darcy,fno,xlarge,200,64,128,1.0044220131771444
darcy,fno,xlarge,200,128,256,1.015053558847802
darcy,fno,xlarge,300,32,64,0.9936900469675156
darcy,fno,xlarge,300,64,128,0.9625144515752495
darcy,fno,xlarge,300,128,256,1.0156430770482048
darcy,fno,xlarge,500,32,64,1.080877720430923
darcy,fno,xlarge,500,64,128,0.9085221661999078
darcy,fno,xlarge,500,128,256,1.0244536826714805
darcy,fno,xlarge,750,32,64,1.003864034741815
darcy,fno,xlarge,750,64,128,1.035445920249746
darcy,fno,xlarge,750,128,256,0.9473052337525874
darcy,fno,xlarge,1000,32,64,1.0622495819120126
darcy,fno,xlarge,1000,64,128,1.0435450852917858
darcy,fno,xlarge,1000,128,256,0.9195927058848863
darcy,fno,xlarge,2000,32,64,1.0241154567495319
darcy,fno,xlarge,2000,64,128,0.8020977142085519
darcy,fno,xlarge,2000,128,256,1.1698914382777528
darcy,fno,xlarge,3000,32,64,1.031039219034548
darcy,fno,xlarge,3000,64,128,0.9974230987869739
darcy,fno,xlarge,3000,128,256,0.8712618328023888
darcy,fno,xlarge,5000,32,64,0.9236653529712252
darcy,fno,xlarge,5000,64,128,1.0198002548951455
darcy,fno,xlarge,5000,128,256,1.013396305624253
darcy,mlp_baseline,large,50,32,64,0.8095406010027115
darcy,mlp_baseline,large,50,64,128,1.1117087262632925
darcy,mlp_baseline,large,50,128,256,0.8984987615194687
darcy,mlp_baseline,large,100,32,64,1.1178905112705146
darcy,mlp_baseline,large,100,64,128,0.8682306339552265
darcy,mlp_baseline,large,100,128,256,1.0218060691590958
darcy,mlp_baseline,large,150,32,64,0.9456331520784658
darcy,mlp_baseline,large,150,64,128,0.8325464460911227
darcy,mlp_baseline,large,150,128,256,0.9361741904390332
darcy,mlp_baseline,large,200,32,64,0.8428528505866913
darcy,mlp_baseline,large,200,64,128,0.8585317025626434
darcy,mlp_baseline,large,200,128,256,1.0120630558057386
darcy,mlp_baseline,large,300,32,64,0.6938631949194464
darcy,mlp_baseline,large,300,64,128,1.192723141780778
darcy,mlp_baseline,large,300,128,256,0.7919892141245006
darcy,mlp_baseline,large,500,32,64,0.8254679008566375
darcy,mlp_baseline,large,500,64,128,0.973800323714965
darcy,mlp_baseline,large,500,128,256,0.9718710562110939
darcy,mlp_baseline,large,750,32,64,0.8985553099504687
darcy,mlp_baseline,large,750,64,128,0.9958438006403448
darcy,mlp_baseline,large,750,128,256,0.9671364195364053
darcy,mlp_baseline,large,1000,32,64,1.0422432681133569
darcy,mlp_baseline,large,1000,64,128,0.9546633489691435
darcy,mlp_baseline,large,1000,128,256,1.0094273032712997
darcy,mlp_baseline,large,2000,32,64,0.9517716899950983
darcy,mlp_baseline,large,2000,64,128,0.9991329075285568
darcy,mlp_baseline,large,2000,128,256,1.029993833367056
darcy,mlp_baseline,large,3000,32,64,0.9904253554146051
